accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.515625,0.48235294222831726,0.7534837126731873,0.523809552192688,0.970588207244873,0.0,0.0,1.0448064804077148,0.0,0.0,9.999999747378752e-05
0.484375,0.46484375,0.8553093671798706,0.49180328845977783,0.9375,0.0,0.0,1.0390400886535645,0.0,0.0,9.999999747378752e-06
